"","salmonovary_02","salmonovary_03","salmonovary_07","salmonovary_09","salmonovary_10","salmonovary_11","salmonovary_12","salmonovary_13","salmonovary_14","salmonovary_15","salmonovary_16","salmonovary_17","salmonovary_18","salmonovary_19","salmonovary_20","salmonovary_21","salmonovary_22","salmonovary_23","salmonovary_24","salmonovary_26","salmonovary_27","salmonovary_28"
"XP_020323500.1",-9.39450660086738,-9.41619587766852,-9.02936278995576,-9.62281889528678,-8.69555633911257,-8.50180011427902,-9.22849727620673,-8.73641538335139,-9.0949550209116,-9.13553690020115,-8.7232503720221,-9.02994518150446,-9.09947386310321,-9.19951033826216,-8.9700660916364,-9.44987662449603,-8.51091794911891,-9.62647954902834,-8.83569205836031,-8.85385921689523,-8.87477549820766,-8.51099242401684
"XP_020323515.1",-19.2210178254327,-19.5079169067675,-15.8848766458293,NA,-16.2437102495168,-15.8805175587968,-15.8840594915884,-20.919257808379,-15.5047254694868,-15.9374216661956,-15.9348686552587,-16.550972782213,-16.9596753473931,-15.7904816353431,-16.2544003276348,-17.2212537530942,-17.9236876052144,-16.2732749433536,-16.310941457606,-19.3856554998002,-19.9808880173906,-17.4570745230892
"XP_020323522.1",-5.6779669579868,-5.78073036680546,-5.90370198197462,-6.04166797694213,-5.57437402762494,-5.74043542997857,-5.6429933810005,-5.4142839994371,-5.79759117075105,-5.62214162075368,-5.74461917906714,-5.71326895711081,-5.63573701356249,-5.67620367909675,-5.82350252916609,-5.75174295631595,-5.67915500623173,-5.71665924076365,-5.59057828163328,-5.78777162742685,-5.49593860199885,-5.75034544095375
"XP_020323523.1",-14.6760166613246,-14.4378384428583,-16.1789284625561,-14.3892954681758,-16.1339412996943,-14.0285084887077,-14.1543849039222,-13.7581775935233,-14.2303002305867,-14.2472920108287,-14.5503266793008,-14.9776760870527,-14.3413663259065,-14.7149651424514,-15.9475729643948,-17.187915533714,-14.0921939685663,-14.5279644627907,-15.3069685395337,-14.9946552224075,-14.5494094073336,-14.2006515906547
"XP_020323525.1",-14.6795187903004,-13.4478287288702,-16.1676815897242,-14.8534163199014,-13.7291317724272,-13.3694635803243,-13.7085157589244,-12.3335127215284,-14.2532268793678,-14.0339911250462,-13.8700572941284,-13.7133619996061,-13.7945290685741,-14.066721767416,-13.2735166489825,-13.7969291629487,-12.6365102153085,-15.4817117916049,-13.3646103721722,-12.9904524201234,-13.1936454771079,-12.6413898404362
"XP_020323528.1",-13.9238723718836,-13.4549615364768,-15.9493155104108,-15.4813775206715,-14.1847926914473,-14.4973720580708,-14.2466784468955,-13.7241380883926,-15.9591741004251,-14.6209534264262,-15.2691579430648,-14.004853394134,-14.8051284471097,-15.4896497960234,-13.8430403908888,-14.2974404459714,-14.0022658522372,-15.1556241203194,-13.9321777829904,-15.3989601455432,-14.7506876661891,-15.2591821171445
"XP_020323529.1",-11.6201290838113,-11.2823973698653,-12.3513359683587,-11.9372033181078,-12.3871085663798,-11.9566883833701,-11.9757381084899,-10.993294424056,-10.4745924402793,-11.4772220697766,-11.2356685785523,-12.0713214005028,-11.6750990832342,-12.2356425421177,-11.8796038805861,-12.1009498158746,-12.303844004028,-12.6151240721849,-12.2036526344706,-11.2062456410173,-12.4373439281684,-11.104127813594
"XP_020323537.2",-13.2308102053579,-13.1761989879144,-14.3078245987055,-15.4571729471757,-12.8176300252981,-12.8128156206769,-12.685383833584,-12.4811765069018,-13.4193768350308,-13.216208279,-12.6315194785078,-12.9349417944957,-12.6522864666079,-13.9448209327495,-12.8742375430319,-13.0413510510001,-12.9382127303517,-13.4649728849634,-12.8799014274046,-12.5787889112106,-12.9368558946791,-12.6165153922905
"XP_020323554.1",-12.2913817682884,-12.6378388381704,-12.7992817320933,-13.4672498405469,-12.8231676552523,-12.9498594163468,-13.0611325901903,-13.2233759707811,-13.3186248154462,-13.1387937263004,-13.5772393409908,-13.096291314133,-12.9704878402886,-12.7078310604834,-12.9665240812819,-13.3074988255564,-12.847686853825,-12.9660049720556,-12.7566957904401,-12.631117534986,-12.9067465546381,-13.0579766486764
"XP_020323562.1",-13.0103299424746,-13.280169187496,-13.3657574722525,-13.6981311541014,-13.2725695910221,-13.4873965847816,-12.8970339197949,-13.1404689623655,-14.40975825108,-13.1331966897125,-13.4691096858321,-13.3632981982226,-13.5456382494318,-13.0570388585464,-13.5041394449892,-13.7471889268176,-12.7892598277902,-13.4341911307617,-13.2101815510126,-13.624244159707,-13.2661414650829,-12.9457654551858
"XP_020323585.2",-13.0116731925266,-13.0380001403656,-13.2586090254533,-13.144804192479,-11.6133112349179,-11.7399464019572,-12.4852555095587,-12.1921315291499,-13.5753099853061,-12.4981254316186,-12.1515537997049,-11.6804497967966,-12.7940897363488,-12.5044821489559,-11.8665252521078,-12.9106170080016,-11.7791469799437,-13.1450423381389,-11.7758534284832,-11.9207141372954,-12.0806746453458,-12.0635342747412
"XP_020323586.1",-14.7738855359754,-15.1313408363546,-15.646173218258,-16.0915563070015,-14.3460713171136,-14.9764853142884,-14.4209329121197,-14.1923094309987,-14.9751733387913,-15.1375859395295,-14.6703428139592,-14.7945517572126,-15.5378359260323,-15.5136522152555,-14.8012720499411,-15.6475114782643,-13.150653027157,-16.5041723051966,-14.41338066008,-14.5719451594083,-13.825084124193,-14.044319578545
"XP_020323602.1",-10.6110185889125,-11.2345306314737,-11.0817951458673,-15.7012940592364,-11.4549416061013,-11.5024285986856,-11.4112919997063,-11.3720312816611,-10.7250047292881,-10.9350917412266,-11.1645365198557,-11.2914167019033,-10.2953021402779,-10.9924080755668,-11.7434548231636,-10.5515457095769,-11.5841647855814,-10.9047854340745,-11.4180329589066,-11.4217087605931,-11.5655212066892,-11.6405553413607
"XP_020323606.1",-12.1979677783033,-12.514123608945,-12.778359706196,-12.609250152075,-11.9046236194535,-11.5904427277147,-12.2732736311949,-12.2885653907071,-12.8647216052077,-12.4348391868846,-12.3211961058536,-12.3427014691212,-13.2019281910904,-12.5560579054426,-12.2656618767365,-12.2845483049953,-12.1841577646699,-12.7755334746051,-12.042043313075,-12.1265174517693,-11.9437511453802,-12.4226898979696
"XP_020323615.1",-11.7810041148864,-11.9808808918958,-12.0659588515516,-12.8045726652683,-14.0923545050617,-18.5963990059184,-13.0032560913606,-15.0978428637204,-11.7883723802637,-12.6688659505886,-15.2467697081386,-15.314104978801,-12.4435825568077,-12.9494259076552,-15.4521786415304,-12.3638028995227,-14.5432150866505,-12.4226218295315,-14.9576021973379,-14.5120875460444,-14.7139814395993,-15.3011886809765
"XP_020323631.1",-8.72190359686927,-8.3711849216247,-9.12564736895525,-9.83131683683454,-8.40975541241705,-8.26272822282865,-8.56292328870366,-8.21113621556982,-10.2970236827745,-8.52007867880313,-8.43806445966077,-8.05647623756971,-8.69784943187164,-8.59619437930013,-8.6877417938693,-8.7316886816691,-8.42864136284474,-9.14279487519312,-8.14898741386106,-8.9180888852634,-8.29924315820686,-8.64366759524409
"XP_020323659.1",-7.60207381820597,-6.8001380832243,-7.91863487921807,-7.56087851343215,-7.24439995213978,-7.06239731175545,-7.39090590846416,-6.94627717992469,-7.8508074854329,-7.04563042508041,-7.52129829452521,-7.24757069109597,-7.5810278982578,-7.36795674335345,-7.05095421029228,-7.50511261887731,-7.36050753266772,-7.79460245034705,-6.7921702376679,-7.34344092086196,-7.07610679676078,-7.23644588523869
"XP_020323663.1",-8.67803523174954,-8.36604164773357,-8.67779973448748,-8.45957648415809,-9.68256195335174,-9.86940705719599,-8.9092388648671,-8.91228196727217,-8.10911451019436,-8.5042613664922,-9.06558057659502,-8.93842884138346,-8.59871398581305,-8.44351098227327,-9.17287148125092,-8.76860043418398,-9.14861930984044,-8.59085765008568,-8.70323829917245,-8.87663827574752,-8.83188878439531,-9.45160746220029
"XP_020323692.1",-18.3125684019676,-17.1284304409293,NA,NA,-19.5810809802927,-17.7558270964251,NA,-17.3720249843089,-18.3804085039239,NA,-17.0810567718365,-19.2170294468857,-18.91441623469,NA,-20.1097569554912,NA,-17.80399469285,NA,-19.1363800160094,-17.8162562180248,-17.0481453448571,-19.7438454518103
"XP_020323706.1",-13.3029919885653,-12.4668590689008,-13.8601152774429,-13.7919157570656,-16.8440707088882,-18.4033768564235,-14.1347836127981,-16.6460352304945,-12.3218639034302,-14.4885553401816,-16.2600466524376,-18.4204107004673,-13.5970172155783,-15.5099069561169,-17.6090636424664,-14.6529826871525,-17.1989814046382,-13.0162577666726,-16.1306489329579,-16.3599698665986,-16.9051738874265,-16.4589880928041
"XP_020323715.2",-11.5836417847406,-11.0906011784519,-9.50167619808238,-11.2036410046265,-8.50240107790002,-8.4520555199702,-9.94227127545282,-6.96941217606066,-11.4511507826398,-8.72985813606008,-7.88828836766249,-9.18700123422253,-10.3635799011776,-9.69303479740243,-8.86323964527796,-10.2838924610467,-7.79574638409761,-9.83827785063719,-8.3883065066503,-10.1320685359619,-9.8050630783516,-7.83051118969715
"XP_020323727.1",-6.8135957200429,-6.16214268603892,-7.60173705668153,-7.12441368591489,-7.93002173167277,-6.9262112540614,-6.74708985114224,-7.14644423767944,-6.36511205797086,-7.05968100894002,-7.35196481332383,-7.25556672576484,-7.10849537296691,-7.08896765196621,-7.06242112826137,-7.10640583345298,-6.76653896658026,-7.36861195755193,-7.08120494087409,-6.34480981444037,-6.67286794347806,-6.89456092911758
"XP_020323732.1",-15.4580611672715,-16.4414784699192,-12.7884612087183,-14.4559736440757,-13.6340614085029,-13.1804524014034,-13.2261193475825,-11.6667821040811,-14.9783016077959,-12.9140852372119,-13.0333501066346,-12.0047359322424,-14.0274518058195,-14.0532986273047,-12.1745656830708,-13.5388902195846,-11.7546705981564,-14.0624167976136,-12.2033457234178,-12.9413088562084,-12.5391097293371,-12.2776599442648
"XP_020323734.1",-11.2026706340172,-10.2202110343384,-9.67992127094056,-11.3346310440826,-9.79871027521276,-9.95371572787047,-10.0900978094634,-8.41591555207714,-10.4704569963513,-9.46800898951486,-9.16474030473366,-10.9449500493591,-10.056972743776,-10.0147016026983,-9.6472175389198,-9.85690701200164,-9.41057255026555,-9.37237720444806,-9.21337579961959,-10.0422666324952,-11.1690789545894,-8.958354892901
"XP_020323743.1",-10.7658922226908,-10.5221324054198,-10.4213822742958,-10.7659090248785,-9.90019693359478,-9.94724672020591,-10.2065142353658,-9.88459519533105,-10.4976354968603,-10.5584357033056,-10.0112273395547,-10.2211851958429,-10.4013539372877,-10.6261719131623,-10.1549575573643,-10.4700923804381,-9.62574547341424,-10.7715892552974,-10.222210472364,-10.1934359445452,-10.1762436207457,-9.67545040926507
"XP_020323751.2",-9.34837540427448,-9.2560189682871,-9.27101617170312,-9.87559946043124,-9.18670495550374,-9.16256194963549,-8.93408364290068,-9.00515862999086,-9.31531582535031,-9.28904590289271,-8.97265599604816,-8.99129689842634,-9.0490521340339,-9.05490325043696,-9.38919380838615,-9.1117458542747,-9.0823202776571,-9.24832521977853,-9.01637227653965,-9.14997944760838,-9.32268909512515,-9.07795223687415
"XP_020323754.1",-12.3981019779528,-12.7846263739966,-12.2280991600592,-12.9885475264393,-10.9595711809871,-11.9280988194986,-11.631628358124,-10.7033815162226,-12.4602760119092,-11.583666501204,-11.8315899467239,-10.4735776823455,-11.9635938755095,-11.3123588922901,-10.9665001318523,-12.0601137421225,-10.4547905502041,-12.2106837803243,-10.2388983780831,-10.5454416311091,-10.3639420266925,-11.0512849566935
"XP_020323797.1",-11.7151452608315,-10.890096658892,-12.6727810988804,-11.9052771067542,-11.4983024636831,-11.158031800926,-11.4638139875123,-11.1489268714299,-11.6293497640214,-11.8396397179412,-11.2587026573657,-11.1251662250111,-12.5122515230121,-11.9265932956315,-11.4569848221259,-11.9969203558772,-10.8700968370756,-12.3550730558216,-11.1065501631605,-12.2586952700511,-11.0194968946922,-11.2096313457453
"XP_020323802.1",-8.4372003639949,-8.21962411720364,-9.07163336682442,-9.1166746450393,-8.61593349665487,-8.37272343904308,-8.49791234308743,-8.01749325522313,-8.94331425227695,-8.4240425140997,-8.19871658938366,-8.6607252022327,-8.62936552879111,-8.65083305086252,-8.47254166297031,-8.48361172342995,-8.51076562170926,-8.99485171576324,-8.33073126591382,-8.58685798111721,-8.0488998159981,-8.58445368298923
"XP_020323813.1",-6.24907815336627,-6.29195384190762,-6.44223043307803,-6.76881315102467,-6.26160085961943,-6.3149682042231,-6.22841668024745,-6.04299878073974,-6.36946942178847,-6.1482908342982,-6.25577471391983,-6.44851392806827,-6.22153819185073,-6.31448237898537,-6.50397335192134,-6.36187973585937,-6.38948250922104,-6.41979307858923,-6.24658948928717,-6.36837821736665,-6.16269839422754,-6.16237338174701
"XP_020323814.1",-13.1721855916251,-13.8072751964659,-13.465203932917,-16.5589808116228,-13.691102924641,-14.030406766748,-13.4675808970087,-14.3912715156286,-12.7925337096903,-13.766784716722,-13.9704684674437,-13.7201909990153,-13.2297714170611,-13.0229045973903,-13.9654258738693,-13.1469609925304,-13.501931384759,-13.2552560191422,-14.0343491103907,-13.8137065838552,-14.3074343824028,-13.680840199344
"XP_020323818.1",-11.1282368802172,-11.1578020968088,-10.5875758466655,-11.196922358102,-10.9309939657913,-10.8639065528969,-10.5397979720976,-10.5714346190674,-10.6180173856166,-11.0373681179258,-10.9104233733233,-10.9809267804017,-11.0383684594753,-11.0200260278633,-10.7944812910445,-10.8340507674403,-10.3644042126507,-11.1056515110483,-10.7966499254954,-10.7011938377564,-10.7266058216446,-10.563354063339
"XP_020323821.1",-15.5459372269227,-15.284066103956,-15.5769329256653,-15.8895140893736,-14.1870540442864,-14.5857480392936,-14.4887800225613,-13.959404537914,-15.0405204425637,-14.8447302350392,-14.1075768488615,-14.5824557513113,-15.7621075908817,-14.9788298114248,-14.0572160900772,-14.6159694173523,-13.3718531981246,-15.039372185436,-14.3537862814213,-14.1410556848447,-13.7500721713021,-13.6803630462656
"XP_020323823.1",-20.2089459558919,-14.2920980034519,NA,-16.7840301306547,NA,NA,-18.683246115273,-16.0135750436987,-17.3492932057458,-16.4032676856083,NA,-18.0305467903887,-17.0011916786032,NA,NA,NA,-18.9240386259073,-17.9070834995058,-17.6293612696491,-20.9103651380861,NA,-26.7868151280173
"XP_020323826.1",-12.6719857705033,-12.7897028699699,-13.3385438463861,-13.1383910652298,-12.8737472870662,-13.0465096057739,-13.1268315047755,-12.7390715373789,-12.906193917809,-13.247622153661,-12.8205854119025,-13.4073477036292,-13.0494230093061,-13.0896714506083,-13.1341235128265,-12.9846901207213,-12.9329321611904,-13.1396138710281,-13.4251005086927,-13.2500344384346,-12.9380679431381,-13.101674187437
"XP_020323838.1",NA,-19.0723509881403,-18.1719841647391,NA,-14.3534869847526,-18.3590025328501,-17.8390795824634,-18.3706402346367,-15.7794205679123,-17.5027645050138,-16.2834847245639,-17.0379642362241,-16.7144622186466,-19.9740924452362,NA,-18.0137617386913,-19.4678819942354,-18.2199694077241,-15.9078490982051,-18.9849658116101,-19.4774071098,-17.870426445978
"XP_020323843.1",-13.9694628119624,-13.6951043599507,-14.0412244033707,-14.2887829770198,-14.0373477792522,-13.8993952810969,-13.9247294049815,-13.8355777942791,-14.8264538379845,-14.2381640005916,-14.1086898883328,-14.1796435813593,-14.4970817863608,-14.2000635079802,-14.2176072221358,-14.3200642067423,-14.0060155741794,-15.0915014224788,-13.9807483168972,-14.4124171480754,-14.1033349668377,-14.239779693848
"XP_020323851.2",-16.591167406774,-16.876910556927,-14.9075398998224,-18.3917844697827,-14.4230457308584,-14.8757515032791,-15.4798147830209,-16.7970416742388,-14.2043854603902,-14.7505371986674,-15.7971612419036,-14.8544961811823,-14.9152649639777,-14.3392557693903,-14.7274755527684,-15.432158244124,-16.5586745299874,-14.9397728714236,-15.2440025105703,-15.3286442036349,-15.9433308425847,-16.6362523537903
"XP_020323857.1",-14.5229621121148,-13.7412196204938,-14.0719846015915,-15.02429828576,-13.9217892270063,-13.1041142282152,-13.4993946014578,-13.641605819772,-14.4847158441449,-13.765818779314,-13.660734553408,-14.0314317266346,-14.5943618629318,-13.7360176336202,-13.8074153859016,-13.5773675708883,-13.4993409001262,-14.0866123085566,-13.580125207232,-14.0582434738766,-12.9362502520893,-13.773382087055
"XP_020323863.1",-13.7866150012869,-14.0920212477164,-12.5000509480145,-12.1645792535482,-12.5097978388549,-12.8278776217432,-12.4185594072671,-11.9047692813371,-12.4673951500567,-12.5563893636055,-11.9383763577209,-13.0237715591378,-13.423775141939,-13.0167976616238,-12.5760621882245,-12.5803027253727,-12.2038900617556,-13.256407036099,-13.3560606245524,-12.8457654848413,-12.4894513433588,-11.7676105576019
"XP_020323867.1",-10.0166418105198,-9.89193525185022,-10.3632019314207,-10.6730631840498,-10.2548214463352,-10.0971618198453,-10.1458371331717,-10.0902442398166,-10.5597983453141,-9.9603926844117,-10.2900603626127,-10.2445947563025,-10.3548318998292,-10.1876824191491,-10.0411893979173,-10.0452645536163,-10.0213993515334,-10.4258678007133,-9.84212792998165,-10.3811785575186,-9.58644852294115,-10.4781115737438
"XP_020323905.1",-6.72609954999286,-6.9269126390207,-6.93543333541396,-6.71729531888964,-6.67672365879098,-6.80730304248003,-6.6890369901779,-6.57285882567922,-6.52710091072791,-6.46318211139334,-6.54374994225762,-6.6521452025473,-6.64356615416192,-6.63154200586074,-6.71342917321236,-6.39763844481371,-6.7345649789835,-6.88169271586,-6.6367453357984,-6.79154882929276,-6.85555649608215,-6.77781888345195
"XP_020323971.1",-10.3881911520961,-10.2954572177914,-10.2201158150685,-10.8532937013386,-10.3068817121906,-10.0092412153595,-10.3349766350419,-9.95488737602108,-10.8401040148117,-10.3612915919048,-10.1726747600687,-10.0920573052551,-10.510305582385,-10.3401281610962,-10.3329706868841,-10.2272302049334,-9.93430257185094,-10.4865311581629,-10.04779026147,-10.2590900498371,-9.95111080137979,-10.3209370234879
"XP_020323999.1",-14.0055606523609,-13.3425463140156,-14.2182422075402,-14.1374462595157,-12.3692953808329,-12.6627196467933,-13.6775760310925,-12.4303425819344,-14.5686690489235,-13.3208110200264,-13.1563005759753,-13.1781224074393,-13.7092641264029,-13.5773271575823,-12.8119733674773,-13.7575261022237,-12.231682467767,-14.5992916858304,-13.433105856224,-12.762447818131,-13.0960237281121,-12.9373445102329
"XP_020324009.1",-13.7062573779585,-13.5438952648971,-13.5858012219957,-13.9910124957,-13.957348934087,-13.9833248123487,-13.3756659425099,-13.6643604787017,-13.9311556138111,-13.7103106959566,-13.6964662483715,-13.5705780524975,-13.567626308029,-13.7266047262152,-13.6346287241593,-14.1684783064329,-13.416203478962,-14.0500090228272,-13.6059567574089,-13.2507440520024,-13.7779776318976,-13.5686566678009
"XP_020324010.2",-10.7059731279659,-11.0394192032728,-11.1738594783215,-11.3675237922033,-10.8711151950603,-11.3280346611684,-10.9808312984772,-11.2259150343966,-11.1965116477203,-11.072093437469,-11.2305414664129,-11.3266742408277,-11.1119663375807,-11.0049881643358,-11.2365272054026,-11.0377879450297,-11.12744383297,-11.2422650048196,-11.2696868661989,-11.6228200684699,-11.0442137533673,-11.5823523546939
"XP_020324011.2",-11.9231982894619,-11.9720947186977,-11.5226826280413,-17.5981294915706,-10.3296751362621,-10.5755222558385,-10.777573172185,-10.657175768178,-11.1539895236859,-11.0860352163901,-10.7427927526602,-10.5704268725583,-11.5977511500912,-11.1210060434228,-10.9894627217735,-11.5057502650204,-10.5557744592089,-11.0896957876505,-10.4646122514154,-10.2898394862612,-10.2433955610234,-10.2964993751088
"XP_020324018.2",-10.2448812223621,-10.339005123018,-11.0040664192194,-10.8689263733593,-10.9793140444272,-10.6162128727285,-10.3761873336336,-10.9117208756947,-11.2022444487431,-10.6025336680699,-11.3241671728252,-10.5782682724788,-10.6941047736691,-10.819587498436,-10.5949494148081,-11.1043296832358,-10.9800076271002,-11.0817553577933,-10.4128718259943,-11.2951073900618,-10.3415281222691,-11.1548437475826
"XP_020324033.1",-17.7818140150231,-19.0341000621083,NA,NA,-20.0186775826695,-18.9264924896356,-18.336307280533,-17.4811282825937,-18.7256333486001,-18.298436596562,-19.5042447054527,-18.80685442797,-18.7237295150866,-19.7432562901691,NA,-19.7894562972837,-17.3704398138657,NA,-19.0597137134889,-19.7479812926769,-18.6833726116862,NA
"XP_020324048.1",NA,NA,NA,NA,-16.3535764192706,-16.0473839495196,-16.7803981480874,NA,-18.2921548172987,-16.9546025988644,-17.1074305976534,-16.3928473778544,-17.1277084049007,-18.1736546946048,-16.4853533109084,-17.875707567575,-17.1922649361751,NA,-16.6731903027614,NA,NA,-16.737588571543
"XP_020324061.1",NA,-17.3793172977559,-18.2953768181304,-17.7970614278779,-15.6986870886991,-15.6216489907997,-16.3061740564871,-15.3503246497722,-17.1853197291414,-16.2523690172166,-16.0240425239443,-16.1874498011735,-16.5949023115607,-16.7514393880194,-15.5646011045427,-16.5106207049627,-15.3570343741884,-16.1771125844407,-15.9379795190251,-15.6712810479892,-15.5382963187076,-15.1918347866574
"XP_020324098.1",-9.93553725224544,-9.8764230000137,-10.6861640261843,-9.94056732740062,-9.96194825414094,-10.16952562861,-10.0858814832262,-9.80107604211886,-9.87275796952077,-10.0124419344524,-9.88505682998291,-9.98513561015901,-9.8159329431988,-9.91461796270905,-9.80497913024157,-10.2592379459388,-9.72949166595257,-10.5924589205772,-10.0333772378359,-10.0395828817245,-10.0551646877733,-9.84407269104312
"XP_020324132.2",-10.4275487663232,-10.772062342006,-9.99466392414663,-10.1558688084342,-10.8395876884342,-10.1273044316292,-10.185660184337,-11.2046835037644,-10.5488602842565,-10.1868651191229,-10.2613389833861,-10.5376570358156,-10.0754253168602,-10.168411344244,-10.7624543340069,-10.1967568057603,-11.2376316902632,-9.68048177465094,-10.161010034412,-11.0249732317552,-10.0750567693357,-11.0361903562778
"XP_020324158.1",-9.50000957049422,-10.2430127990907,-10.068710834167,-10.3077863350391,-11.6813229474273,-11.0892052198439,-9.83547610135864,-11.5430193551734,-9.5497733511369,-9.61453610257628,-11.0361511485176,-10.7910843787969,-9.7543038982519,-9.70563156511034,-10.987289878789,-9.80898317224643,-11.3000068257034,-9.57396320818697,-10.8911649859766,-10.6945546733378,-10.4590921555823,-11.2846164268704
"XP_020324167.1",-8.79254597056688,-8.89978221845298,-8.58494312483577,-8.84545777488411,-8.42938940069481,-8.27061652672269,-8.58775742335094,-8.04825923746904,-8.67078123895003,-8.65411717688295,-8.32857153987456,-8.33147581491327,-8.40356021172525,-8.47861259020305,-8.25328999519434,-8.35059473429411,-8.16261217196796,-9.02437337991296,-8.14589073152773,-8.17590240409943,-8.26206235844296,-8.17192321453439
"XP_020324239.1",-13.2665420313097,-13.3831327920958,-13.6326220787487,-12.4596940144776,-13.0578939790658,-12.7870663114195,-13.2794210710577,-12.8211915501512,-12.7209770776134,-13.560588350156,-12.7062019739443,-13.3366980145586,-13.5573103832218,-13.5639084509066,-12.8287343021736,-13.6755917485192,-12.3567813775103,-13.6578999601703,-13.95830777287,-12.3110743284551,-13.6449756930676,-12.5700765657085
"XP_020324254.1",-10.9053990509302,-10.4322056162466,-11.0169726471311,-9.93598537244523,-10.2206479483589,-9.76615419799771,-9.69484812183622,-10.1621754513542,-10.4914757161742,-9.79347957663636,-10.2100173679721,-9.9776235127859,-10.3248437063424,-9.946939398418,-9.59966121014375,-10.4197315450336,-10.4693761787641,-10.6699642959458,-9.26437115921079,-9.71683009290345,-9.91358695302246,-10.4852168883667
"XP_020324269.2",-15.6174467438268,-13.7641653383044,-15.158010279263,-17.0874823935445,-12.8454137244152,-11.979780512486,-13.391581653412,-11.6701618013418,-15.4581150549977,-13.7107543173616,-12.7594035842489,-12.9167609967925,-15.1321138375822,-14.9588178363293,-12.8614545428214,-13.6166001607676,-11.9661373183459,-15.6240645337228,-12.6070049614247,-12.1820470675877,-13.154922921965,-12.4597290816615
"XP_020324270.1",-13.0161494918673,-13.5889536079677,-13.4875390765907,-13.2244048676249,-12.4330723129286,-12.7104136510667,-12.8223338284176,-12.6838873446842,-12.7503340565278,-12.7197478817349,-12.673144773288,-12.4527024317587,-12.9589375503362,-12.8522899193486,-12.7577751912452,-12.8504542842772,-12.4327902654921,-12.9610597133392,-12.7497114740295,-12.8450654872338,-12.7537357377539,-12.5877932909719
"XP_020324278.1",-10.093388595404,-10.6022081446338,-9.97880869572128,-10.727939370578,-9.94497625531149,-9.89113568536342,-10.0339612990367,-10.4879799109699,-10.4416765536506,-9.98408941263216,-10.1676691538893,-9.96950106600653,-10.2991695313442,-10.1527284973442,-10.3359112627109,-10.0822518091808,-10.057749110221,-10.2301018817314,-10.2824292374655,-10.3266200050261,-9.99606085813083,-10.3667228862431
"XP_020324293.1",-13.1729960419427,-12.2732151000177,-13.0334711699668,-14.2571333966376,-11.6064730359421,-11.6471203833246,-12.6645658298455,-12.3857219620588,-14.803606940664,-12.3262506339712,-11.7165763545548,-11.7107589502893,-12.1215958215015,-12.2171470495955,-11.8411864227916,-12.6367434197168,-11.7035083160703,-12.8221358526283,-11.9216399836694,-13.5767846339986,-12.0752275156815,-12.2584767882785
"XP_020324308.2",-11.4916383994201,-11.0949334259819,-12.919056562727,-12.7097941055235,-11.2564147736263,-10.8656454374865,-11.3489747975239,-10.8844452873497,-12.1369540941654,-12.3398254645064,-11.4057744351974,-10.7851406055522,-11.6271550438043,-12.3469386300292,-11.4901470910744,-11.7783097502688,-11.0083635033838,-12.1962979002836,-10.6158048091232,-11.0853465802548,-11.1293214839393,-11.3002911451762
"XP_020324317.1",-8.44395824934162,-8.08366682905029,-8.60354698611445,-9.76238486888098,-8.8888388778361,-9.03596266562893,-8.91246037817497,-9.31007937187044,-8.63276890954442,-8.6301934736166,-9.05754302410605,-8.24617335957494,-8.50827927177051,-8.83033375053306,-8.79730415251316,-8.04798853162764,-9.58466486747342,-8.31013364495519,-8.78875789592935,-9.42058395380828,-8.89907029858249,-9.44087472801128
"XP_020324324.2",-10.0977691395662,-9.53190516266636,-10.1178700183635,-9.90498101341059,-10.9793471077127,-11.0251548699732,-9.85783445386655,-10.4878334075876,-9.9396267662786,-9.71321607299334,-10.5834458682269,-10.5049043048558,-9.82161358216768,-9.69607120890706,-10.4665758678531,-9.80515084361013,-10.5599131159789,-10.0541392627055,-10.1536740823656,-9.95695709525176,-9.71585653717239,-10.6466679768212
"XP_020324334.2",-11.2212011750648,-11.236119311638,-10.5788081227702,-11.3495220013014,-12.88526854478,-12.0572275612709,-11.5830373570437,-11.3633133888262,-12.0507585653852,-10.5927936353195,-12.6448496306578,-10.7542218980797,-11.4412109879328,-10.8966235691758,-10.4061440977472,-10.3775524855073,-11.097426732083,-10.6798705080877,-10.0667666888906,-10.9720038686357,-10.4392832641822,-11.8297706512511
"XP_020324349.2",-16.6067164400098,-17.2147515169736,-17.9464328462136,NA,-16.7272332166107,-16.8008260144421,-16.9307158568222,-16.790812169486,-18.1907375718595,-17.9496542763354,NA,-16.6300362866731,-16.9416739279714,-17.2534871570587,-16.9367586431887,-17.3604784751882,-17.0993933735076,NA,-17.3826318729517,-17.1109888736228,-19.0388712014971,-17.9054098345837
"XP_020324350.1",-13.3202192121271,-13.714650710181,-12.2045876601315,-13.7973465753099,-12.6755313455946,-12.9380561905881,-12.8588096753121,-13.288861698417,-12.8215122920118,-13.1245887465664,-12.5898479437326,-12.7278183807345,-12.4718293334498,-13.444401626426,-13.004760763079,-12.5996661390676,-13.3180636932918,-13.1171630737376,-12.4126450368557,-11.8997572222485,-13.1570741532569,-12.508059683829
"XP_020324352.1",-5.2228525224654,-5.31409902607541,-5.47238597854111,-5.5635285097712,-5.54049035636206,-5.57870180976549,-5.24079756205575,-5.43126932725889,-5.70043614579226,-5.28439056314042,-5.52326985863243,-5.55151864775234,-5.44564081010906,-5.27741273505325,-5.41816581001647,-5.2566426394968,-5.52486416006477,-5.64759385185361,-5.51080658957546,-5.59980017711913,-5.2484638303466,-5.60827544581671
