"","salmonovary_02","salmonovary_03","salmonovary_07","salmonovary_09","salmonovary_10","salmonovary_11","salmonovary_12","salmonovary_13","salmonovary_14","salmonovary_15","salmonovary_16","salmonovary_17","salmonovary_18","salmonovary_19","salmonovary_20","salmonovary_21","salmonovary_22","salmonovary_23","salmonovary_24","salmonovary_26","salmonovary_27","salmonovary_28"
"XP_020358170.1",-16.114315389852,-14.1721349845177,-16.0425237026441,-16.1871590923772,-17.7412122491085,-17.6261000267359,-16.4745432106534,-15.5621533233518,-17.4272920740303,-15.480534452314,-18.1077816254637,-18.1586426322614,-15.9471671971402,-17.7405962440142,-18.4630395939039,-11.8891234847323,-18.0381454577212,-16.5155024945274,-15.804444013168,-14.6991527983637,-15.3187429507209,-17.3975737996416
"XP_020358180.2",-9.66764097941261,-9.83028100412032,-9.73202384135718,-10.2029567064693,-9.66669422769512,-9.48493370798969,-9.80079475013796,-9.68430390132169,-9.86530873811577,-9.58196425166306,-9.40590651172935,-9.79509638633426,-9.60717145338439,-9.79524767338823,-9.52072597303676,-9.73384637650404,-9.41436118262079,-9.86219167421243,-9.7602189461599,-9.63346340698762,-9.52123574070301,-9.42731121437446
"XP_020358182.1",-9.40535360584232,-9.850875992797,-10.1320460757348,-10.4524062628309,-10.1506540053501,-9.93635754161387,-9.44506942914036,-9.4129374423529,-9.96046332750276,-9.44383902698316,-10.7340327488775,-9.73639423836203,-9.52115284511876,-9.53572534857304,-10.1176289187188,-9.13474276890101,-9.86792183128047,-9.52433893952647,-10.0712591543454,-9.57287337317808,-10.123131484975,-9.73796090307446
"XP_020358200.1",-21.6596924754044,-17.6472642229992,NA,NA,-17.9913235790187,-18.9742113204394,-19.5704720462836,-16.8871668288982,-19.6031919101243,-15.5585740649401,-17.1952206965102,-17.9545252487171,-15.2436418817464,-18.9359748528109,-17.8822900350599,-17.5886113882314,-17.8865279144355,NA,-17.0147434329921,NA,-17.3214576443367,-17.7161997467731
"XP_020358201.1",-19.0525652216838,-18.8636954357374,NA,-19.026888870674,-19.9224798347583,-17.9767850041919,NA,-17.7903206243567,NA,NA,NA,-18.9958697879512,NA,NA,-18.1789492403831,-19.6333391075622,NA,NA,-17.3033154227535,-17.7423002267188,-19.9829504838475,-19.272234650569
"XP_020358256.1",-16.5938363466543,-17.9012804936014,-17.1260610384892,NA,-14.4599972802043,-14.3897826030596,-14.7043384986814,-15.0138108359752,-17.3623602897768,-15.476763430605,-15.0340945338976,-14.8863207237912,-15.6914954099231,-14.4984775567494,-14.8724366406835,-16.4666913723028,-14.5367367440899,-17.1887059922242,-15.2256358871164,-14.9219972713151,-14.9187378902386,-15.014763977044
"XP_020358259.1",-16.4679882694898,-16.4387830668076,-18.2278778724757,-18.4409826095348,-19.9517284218488,-19.9909002162972,-17.8255185283327,-17.3068918021294,-17.954036733963,-17.9996266488555,-19.0442970606845,-19.6796831875049,-18.3112920834574,-18.2340871996678,-20.2051905577341,-17.5467257819324,-19.2193788227244,NA,-18.9333445080769,-18.8416822905993,-18.8455151911789,-18.7601563284483
"XP_020358261.1",-17.5996215154967,-14.2551611853371,NA,NA,-18.0815824380454,-18.1048144966198,-17.149990208348,-14.4423691295047,-14.7897821078339,-16.1688593021981,-16.5137684996732,-17.7140084449582,-15.3186020334657,-17.9148492405163,-17.7689336866043,-15.1549427281919,-17.4462272659992,NA,-18.0589257477663,-15.535930815562,-17.5193316780272,-16.1940656321285
"XP_020358266.1",-16.1876751435772,-16.2931239155202,-16.5089317437834,NA,-18.9425728098283,-16.9111318594721,-17.3503376245742,-17.4605089854263,-16.3798110603314,-16.2229950883675,-19.9803670593177,NA,-16.1935014180967,-17.2256351319281,-18.0133306702417,-16.5886995820022,-19.3852101542017,-16.7551855855921,-18.8555939910267,NA,-19.781047438044,-19.1545088077253
"XP_020358286.1",-6.54717716557369,-6.31155653458204,-6.82641564977532,-6.83981540529622,-6.41094199053859,-6.28975496020972,-6.4082745321822,-6.20022725963394,-6.62630748820094,-6.5750844708734,-6.48769227038995,-6.59616442452366,-6.63316675521664,-6.60360751028044,-6.39517219622371,-6.58110040531449,-6.1640941518271,-6.97653945274604,-6.24411617126839,-6.50518794509148,-6.28072958697086,-6.39007797300531
"XP_020358319.2",-19.5557678884131,-16.6747101340779,-18.4186916150195,-19.6850530278177,-14.0951225039436,-14.1206772940362,-17.1565282459338,-14.0721746604566,-17.5428817954501,-16.6637032900712,-14.9970842402135,-15.349637765195,-17.8153448615105,-16.406464630899,-14.0634807427618,-18.1734657878136,-13.8803201958417,-17.8593944532778,-18.8741580603328,-14.2079742730498,-13.9444646091408,-14.4394772786612
"XP_020358327.1",-14.3144986277,-14.1452041687272,-14.6310887780155,-14.4386041026252,-13.9512771989255,-14.0444520733355,-14.1146563453438,-14.0171750700086,-14.7651325465151,-14.7670074113052,-14.9005243470981,-15.0000076141097,-14.5055229602487,-14.7808952865274,-14.0946126592273,-14.1310252032252,-14.0759433924454,-14.820326126565,-14.4258744035461,-14.6342566057865,-14.241418617145,-14.6101522265599
"XP_020358328.1",-8.57860391671145,-8.23653226784967,-8.93388124378353,-8.82960597093836,-8.38678744787705,-8.47133669562567,-8.56973518510018,-8.19979952850966,-8.91653428033353,-8.66535587117295,-8.37714301545958,-8.43877154262382,-8.70110493214737,-8.8306084474262,-8.24257081209203,-8.54726087089002,-8.7862939584202,-8.92630571945868,-8.0418138412024,-8.46224567942015,-8.11819154409459,-8.73360581483942
"XP_020358329.2",-16.2283862470781,-17.1480761946648,-15.9932210706235,-16.5009140319151,-17.2339964296514,NA,-16.84995985927,-16.541616265416,-16.2121673534587,-18.4372015950722,-16.9555361465469,-17.7013222839119,-16.7705567807175,-17.1463953502316,-17.0997718733677,-15.7144554990141,-18.2212379139943,-16.5316018911283,NA,-17.6844126104678,-17.275125491545,-19.1811091237048
"XP_020358332.1",-17.908100356543,-19.0656341563039,-17.9722695690778,NA,-16.5240336707585,-17.8718030806178,-18.6462852816464,-17.2262897513009,-18.3336754288335,-18.4628847826737,-17.9074190468863,-19.3309304476782,-17.7016393804753,-18.1635445514445,-19.926381558462,-18.2061470904278,-17.6522342320768,-18.881956251517,-18.1879837427836,-17.4343945165519,-17.6571031015864,-19.7790129968535
"XP_020358356.1",-17.5045282701279,-18.3181200447381,-16.9079945425555,-19.2429424393116,-17.2293936887316,-15.9855847021659,-16.6863281614304,-17.6560724947545,-16.4933566554076,-17.0934764203658,-16.0821649271669,-19.5620112296179,NA,-18.5551161390005,-17.7758064519106,-17.1793919914226,-16.1323912244341,-20.0629833516446,-19.8380062929868,-16.4291184985311,-16.1964656171708,-15.8591810288174
"XP_020358358.1",-19.5766814361536,-17.8493361677192,NA,-19.3365667214474,-17.0626817528294,-18.0940373377222,-17.0584022272755,-17.2674903380444,NA,-17.4008021688668,-18.655118648358,-17.5604538352238,-17.5863596126227,-19.8864948420945,-17.0065954058714,-16.9597197643597,-18.035507956374,NA,-17.1708875533079,-16.8844743024553,-17.3755075958682,-17.5262904815037
"XP_020358366.1",-8.95621130107314,-9.41552411272245,-9.0020357807429,-9.79679668609789,-13.2087586940204,-13.9127059125828,-10.6166520957478,-13.0476958242286,-8.85908831625918,-10.2795271466031,-12.8814250359597,-12.8368454507996,-9.2166748932348,-10.152833583072,-12.364456342536,-9.75270482160939,-13.9868574767794,-9.53907428172209,-12.3285151057872,-12.3795217502926,-13.1394686662918,-13.1070626701594
"XP_020358375.1",-14.1652939945068,-13.5383513757856,-13.8622701933096,-13.7539287035593,-13.4118238202469,-13.3310630024306,-12.9849992616121,-13.1503947422155,-13.7977077337788,-13.4093084399238,-12.8694389143589,-13.4009769654099,-13.4962215244713,-13.1417264926031,-12.9863183321403,-13.2049426485952,-12.8539740159596,-14.4895699239004,-13.0756732524689,-12.6142000864904,-12.7025069487862,-12.8182764955501
"XP_020358376.1",-10.1594652458526,-10.2355975747167,-8.92531088390236,-10.0389845115487,-9.13823608738336,-9.22021716298641,-9.56398984678862,-9.11604085482178,-9.75514594363634,-8.82470890858052,-9.07321120990347,-9.26103993812899,-9.95742959417223,-9.25013339059665,-9.39405917127961,-9.12816657465418,-9.27591747512323,-9.05636017185241,-9.2708679057495,-9.79653136407296,-9.60522793856549,-9.26302719961335
"XP_020358381.2",-14.7628058006755,-13.8410199687839,-15.5872567745398,-15.584131668701,-13.9767288302589,-14.6658669845838,-14.1138537227078,-13.5326348730256,-15.8139264934481,-15.4775962451699,-14.7912760455198,-14.1284199741164,-15.5813804914813,-15.4107985480474,-13.9758260781153,-16.2797174632243,-13.7610246462887,-16.3449484809208,-13.5392502221125,-15.7056863722449,-14.0617254433055,-13.8811021029508
"XP_020358382.1",NA,-20.2566509062408,-19.5956304076525,NA,-17.7039620529341,-19.5341631460726,-19.4274571068375,-18.3577579814709,NA,NA,NA,-19.1776543929975,-19.426660871118,NA,-18.2057139705488,-19.1456503327537,-17.7908340487387,NA,-18.4373359382101,-17.5972035380963,-18.029571507842,NA
"XP_020358401.1",-11.7848056113793,-14.2159029821256,-12.3146678022813,-13.2509498457238,-15.4322232886355,-15.2963003888402,-14.1715941251826,-13.5906819416528,-11.9468221905364,-13.0327120556098,-14.2618684984594,-13.4042443652938,-13.1812840464998,-12.5799925015642,-15.000470617311,-12.3817204522638,-14.6781827954327,-12.2711602647879,-13.5931859885153,-13.7931350664199,-14.6500463967679,-15.6818707824492
"XP_020358424.2",NA,-19.1012700386572,-16.3277257531761,NA,-15.8487021576198,-16.7848529524448,-19.7152594178202,-16.7020109439143,-15.8395706839571,NA,-17.6481482693676,-19.781815327837,NA,NA,NA,-16.7687313698999,-17.6367517979546,-17.4248191632036,-18.4786193200598,NA,-18.2544153440874,-16.5902099852055
"XP_020358425.1",-10.6494975316459,-10.528313321506,-9.74603504546113,-10.4972708207617,-10.1758013384944,-10.2404270806189,-9.6769099373579,-9.52348586511824,-10.0017530471906,-9.91969531815224,-9.52695923704027,-9.80770756037386,-10.000762618057,-9.62726708817871,-10.662520095721,-9.77693345865517,-10.0223846188246,-9.87135069054309,-10.0917788306994,-9.97495649663106,-10.0102409677975,-9.41217723570282
"XP_020358431.1",-11.0552708254693,-10.745203409803,-10.6842954093357,-11.0594796045968,-10.1892657397387,-9.89944326616416,-10.1232455530066,-9.92631562879724,-10.8317511794978,-9.86186775599544,-9.73057118934762,-9.96894051792306,-10.5822065703305,-10.4395542697014,-10.1748129204816,-10.6177499830832,-9.59841082865835,-10.7520605891592,-9.93507573458073,-10.0199991145789,-9.66277076197024,-9.28769047592009
"XP_020358447.1",-8.61975386250313,-8.70040919720367,-8.56716094704304,-8.90102677180129,-8.80974980919097,-8.80269476298023,-8.27206643406903,-8.53209495767307,-8.69285967341721,-8.07434567627196,-8.50688036810704,-8.49676738968058,-8.43506130673939,-8.56841300949031,-8.69299593463264,-8.56820962756071,-8.56449493594229,-8.81070119965983,-8.48469710022369,-8.42472530695843,-8.44699948605685,-8.74303647357581
"XP_020358461.1",-11.751689428876,-12.1715136440376,-11.7688659859774,-12.0615557118087,-13.8742219429092,-14.2539591629779,-12.6139123150472,-14.2504184784799,-11.8754549353006,-12.850424366397,-14.5730175681431,-14.6734350398397,-12.4969783331169,-12.2132454748882,-13.753407867343,-12.4176401689182,-15.3619983714065,-11.7784617384637,-13.6416562175073,-13.8716754027691,-13.3176764954765,-13.9511102855302
"XP_020358464.1",-11.7646935121668,-11.5460188754225,-11.1792656950849,-11.4857017936649,-11.1695024849172,-11.3253826534095,-11.5129003425242,-11.1995161909924,-11.2068592179251,-11.2016381245665,-11.0951825881088,-11.083549523451,-11.5005426134451,-11.2741203013394,-11.2066458073123,-10.9158943925463,-10.7839217822066,-11.3120027267695,-11.1331631849829,-11.0887919552228,-11.2620994162824,-11.1699000752874
"XP_020358467.1",-11.8173784888901,-11.8497005920147,-12.3917910034692,-12.1395978643428,-11.7178928600361,-11.9928002988713,-11.8154431688474,-11.8984061777788,-12.3364788390172,-11.8814741628767,-11.921060207632,-11.6849696456861,-11.8775025401728,-12.1373511164438,-11.5845460854435,-11.8467920793673,-11.8519527929047,-12.2023702752028,-11.8991524397997,-12.0057257128046,-11.5147651961544,-12.0825266698114
"XP_020358470.1",-19.3948472813309,-15.7217251064545,-17.7259953334426,-19.2749745571547,-16.6264105852605,-16.8115497454956,-15.8690920187477,-17.0287439829517,-14.0608670665972,-17.2173478859299,-18.2912237996666,-16.954017129148,-16.5624463896024,-17.8664074724942,-16.8231502656945,-16.9470083898553,-18.0232616674941,-16.5849319235716,-16.6505319579127,-18.3580299533329,-18.4106090965482,-18.0985931523001
"XP_020358483.2",-12.6466511844505,-12.0042990602946,-12.4325860049762,-12.7794182817678,-12.0711870235827,-11.9649507734024,-11.9858496530503,-12.159338072759,-12.347808015354,-11.8527601329478,-11.9932669580688,-12.1025297692982,-12.1504317716661,-12.4496579615394,-12.3235236463677,-12.1102282348625,-12.4524837340358,-12.3396212385142,-11.8853567601281,-12.1384462193051,-12.7460975377715,-12.4403290107157
"XP_020358485.1",-15.8723238449261,-15.2037717243389,-13.6772627735057,-19.1414048564521,-18.0661169285311,-17.6836002666426,-15.9379629849361,-17.2184534470172,-15.8810047739424,-13.7927748354949,-15.2180516500749,-15.4395102226356,-15.7522978127684,-16.4294877794285,-15.4275340791784,-14.3762039952921,-18.1573908873088,-14.9106177844256,-15.1679207059391,-15.0518764172045,-16.7412016724831,-15.7365331695782
"XP_020358492.1",-8.62936164715463,-8.56355989854992,-8.82111916029841,-8.19955248795888,-8.33866996728682,-8.09497037278111,-8.23488248212899,-8.31295623986845,-8.23349492110868,-8.23831561585539,-8.47180840499074,-8.11249951231097,-8.42512059551249,-8.3665155638173,-8.04703442371706,-8.5573932405153,-8.13298153573233,-8.61294030721395,-7.9342764646714,-8.06627515600241,-8.3802590597366,-8.72330298223485
"XP_020358507.1",-10.346301249938,-10.4185199770576,-10.6621796065501,-10.974136324321,-11.1973203733232,-11.1818823101449,-10.4866904116625,-10.6838643825962,-10.5777694673276,-10.5424596486314,-11.0707007292208,-11.1432375226944,-10.4539678922547,-10.9283615588228,-10.943833098141,-10.6986802276823,-11.0987298965951,-10.8180792273455,-10.9918545790102,-10.649442109768,-10.8184312929109,-11.0018605134592
"XP_020358530.1",-4.15951694941978,-4.03697080620956,-3.58311766832456,-4.15980355400891,-4.24043679460658,-5.10528356332237,-3.9583968353414,-3.68093070155104,-3.6409547446793,-4.03914853583504,-4.08911402685164,-4.71417189953378,-3.86735961705454,-4.14936385146979,-4.039564524751,-3.63586898845535,-4.5145053730628,-4.17133547910842,-5.16658432802318,-4.06803673665583,-5.9291681569095,-3.64202457225557
"XP_020358534.1",-6.5810657668878,-6.2474341630578,-7.01068647884895,-6.48047009103874,-5.83765491083236,-6.36902573565109,-6.25867260015169,-6.23914976338603,-6.37347492695602,-6.60957662018171,-6.61708018419935,-6.20554288342521,-6.5613566189211,-6.57137295605752,-5.89189599363767,-6.32627930733986,-6.19019294757492,-6.88311984558628,-6.07487228323202,-6.06972051072026,-6.28040114962757,-6.50281253037139
"XP_020358537.1",-16.0320328637221,-15.3826932566906,-15.5975480813711,-16.8546230790698,-15.0127616996035,-15.2598364304878,-15.0772492805461,-15.4993614695194,-15.7652601533067,-15.9486904617316,-14.7010263701809,-15.392323509853,-15.551914425401,-15.3034250021982,-15.4309847046636,-16.0707334157084,-16.5810260202347,-15.5574077847455,-14.4377638388456,-15.649682745148,-14.7099708101779,-14.6827731469701
"XP_020358548.1",-10.2371642209471,-9.9468392105117,-10.7220053711516,-9.9685447640472,-10.1833867739734,-9.99656618752457,-10.2228507099093,-9.87865991991228,-10.2325163959573,-10.326167862604,-9.81648926138165,-10.3413852709478,-10.6278728249167,-10.6355498884914,-10.189343115364,-10.3659433199176,-10.0226299319222,-10.8076008940959,-10.0099738171789,-10.1594762129659,-9.75323431017559,-9.94205772307769
"XP_020358557.1",-16.6381474042452,-16.0812311972644,-16.5928500366558,-18.2797319416583,-14.8054881069549,-14.5084247883822,-15.823986244591,-14.3433936009336,-16.5581383120147,-15.5980025381903,-14.8267120248056,-14.5975587926483,-16.4756197165911,-16.1986953047322,-15.1014897511218,-16.2930622590907,-14.8443372286482,-17.6193827314001,-14.373535385172,-14.2803528243721,-15.4785530066217,-14.6861525457143
"XP_020358561.1",NA,-15.6390552054977,NA,-19.3734039099255,-15.491241654704,-15.2673468812536,-15.6835806782383,-14.9976309089198,-18.636138718379,-15.8282627164728,-15.9429174692127,-15.117334749025,-16.0064419860418,-16.1757949026221,-15.0896849251436,-15.8643355220098,-15.0973300811436,-19.1059171476499,-14.9562963469033,-15.7025129623144,-14.6190163811601,-16.2473141728255
"XP_020358565.2",-13.1532699065548,-13.6453681422232,-16.8605091534459,-14.2515925059714,-16.5608558615252,-16.6477620841494,-15.4715412579975,-14.5364091421296,-15.926189237925,-14.6271810236759,-16.2796424699434,-17.1059834092874,-14.6206836842297,-14.8664687475041,-15.9490382016716,-14.4315610825872,-15.2264078973953,-19.130610292183,-15.6562346929521,-16.9316253958262,-14.7658625155043,-16.6815524355594
"XP_020358572.1",NA,-16.3886316271507,-16.9107330047653,NA,-15.308276647722,-14.9497650038474,-15.2767985236566,-20.2977435185383,-16.8944998738252,-15.4914601194086,-15.2622568676547,-15.4267987833549,-15.8148350495366,-16.3487405118179,-15.1823160914815,-16.5342338848302,-18.4839434365446,-16.5279328731651,-15.1504305683642,-20.1374162069226,NA,-16.0631139787342
"XP_020358574.2",-9.49087400127575,-8.95325877041783,-9.86883625733657,-9.24110600128365,-9.08430589386186,-9.00578609842107,-9.14378716593641,-8.83140687696881,-9.39633666047392,-9.34517595017063,-9.24751389183446,-9.35592747639196,-9.68977446398076,-9.49908236748583,-9.47525019529492,-9.52527445519985,-9.03950687249681,-9.71487631138094,-8.92047915889787,-9.49072923088362,-9.11245460223336,-9.22655470620614
"XP_020358585.1",-12.1215385646714,-12.1298740075647,-13.4915296622828,-12.8782350842406,-10.8852060546753,-9.91224176471791,-11.9765374593502,-10.0411148338013,-12.7378396126854,-11.7788251034463,-10.7018615595799,-10.4655617348292,-12.481027594506,-12.3379317917177,-10.5303378221476,-12.5795109524615,-10.1799038453222,-12.8301374125838,-10.8083879667699,-10.5377116299464,-10.1241808990927,-10.3580323342367
"XP_020358588.1",-10.3665652323682,-10.4496621594179,-10.0410372383033,-10.6160174159938,-9.80232458048622,-10.0064813698848,-10.6985495278891,-9.64934534321855,-10.1985397309858,-10.170827109549,-9.49478477846099,-9.94745097442429,-10.3135553184906,-10.0946509356021,-10.2280713704286,-10.0393069916908,-9.72235051827401,-9.9199508335071,-9.90174581644787,-10.0099287196486,-9.64577201411181,-9.86340670815698
"XP_020358590.1",-15.2189987335376,-14.4208409894355,-12.76328528585,-15.1281155873119,-13.8647711178743,-13.7898211157655,-14.4990857857328,-12.9660288224715,-15.2882935261196,-15.6422721477497,-14.1970802650206,-14.0191507516681,-12.5952849804381,-15.4946594999125,-13.7261901782543,-15.4269261828677,-12.97627534029,-15.5282361621276,-14.752835685799,-13.9221172271547,-12.9699222223917,-13.3341849314157
"XP_020358592.1",-11.8961991921759,-10.6110502358614,-11.4819333662107,-10.5746666105833,-9.89840178552318,-10.6918028297907,-10.2985241798779,-9.75129563647598,-12.0408569363509,-12.4298816188118,-11.0126679212004,-10.8882545899936,-11.4341137571286,-10.4771251708221,-11.1058248442404,-10.2229197529594,-11.7776593799152,-11.4143363216569,-10.2496338388185,-10.5860917826938,-9.80893684223389,-11.2089102276565
"XP_020358622.1",-12.8434428161612,-12.6952697402502,-13.2543272228368,-13.091796307603,-12.6861239336911,-11.9701013399309,-12.4395958638647,-12.3368520959387,-13.0966671977048,-12.4828906405489,-12.4763118983822,-12.4136666886482,-12.8807144785108,-12.5456352876276,-12.4265367227828,-12.9432567286474,-11.8578350387281,-12.6780194199198,-12.6286510256837,-12.4369553927392,-12.3594386751292,-12.2522653008666
"XP_020358625.2",-10.6590313956817,-10.7221755188696,-10.8403528630433,-11.1911219019183,-10.7774549980634,-10.3848640051406,-10.378342553632,-10.7091025621091,-10.9443097533395,-10.7724285353824,-10.9673025347077,-10.571806977131,-11.4269690222244,-10.9668466654742,-10.5840624579394,-11.271255129031,-10.2828346698424,-11.0518093495909,-10.5577652369146,-10.7114116748872,-10.6123688005163,-10.5009752023731
"XP_020358639.1",-9.84752278398167,-9.76635148094668,-9.75879884291538,-10.2040768730586,-9.52891862174293,-9.37080271458221,-9.66277416670926,-9.49652132708979,-9.80280068287703,-9.3479320815403,-9.47928474258603,-9.95301142831222,-9.73568623852847,-9.78686422411109,-9.66432824584496,-9.70659236901149,-9.64478117556761,-9.8319363398698,-9.47139268455507,-9.52840554921347,-9.25796777718665,-9.80119409858689
"XP_020358643.2",-4.50691537796789,-5.15070909657573,-4.40614853778922,-5.20990987735381,-6.71027141754424,-6.80834232422527,-5.64262256022581,-6.57730455182172,-4.36874532303273,-5.70919462715139,-6.94955121653752,-6.88661692605851,-5.3127535912568,-5.75950001706896,-7.02763054739413,-4.73613262124448,-6.69127966715144,-5.27855460355859,-7.13859516889539,-6.78592452865232,-7.99345672663035,-6.60872573615115
"XP_020358645.2",-7.12169911814084,-7.41685463876965,-6.20531173565696,-6.99163854970031,-7.97691660490684,-8.15069768066583,-6.90772848361056,-7.93160240788039,-6.81510339856367,-7.11207220160153,-8.26684577253362,-8.13034074920398,-7.18416331244133,-7.41398617265214,-8.59772231724562,-6.59429398688554,-7.68774874264733,-7.16928213420236,-8.81648663683815,-8.18063739094511,-9.75660047063037,-7.67573786728463
"XP_020358658.1",-18.7757859162316,NA,-17.3980228310138,NA,-16.7119872774669,-19.0316179281799,-18.3282608474378,NA,-18.3348491674332,-19.045406461983,-17.6984435475503,NA,NA,-17.5861698030474,-18.4483046591081,NA,-16.5832188294067,NA,-18.1234501777975,-19.7097840366458,-17.340783962477,NA
"XP_020358659.1",-11.1963190562627,-10.8494705154588,-10.9785082117676,-11.2093305240281,-11.4037917781111,-11.4684312660677,-11.1583791931877,-11.2118616215052,-11.4602575663079,-10.8334589267295,-11.2562338068637,-11.2931370604993,-11.5955015997259,-11.4322473763137,-11.6606589707481,-11.107574166168,-10.869649963148,-11.2734391143551,-10.8784128544163,-11.7319993060287,-10.8551111610287,-10.9843893334229
"XP_020358677.1",-16.1109914088261,-16.150125156767,-15.0024308071903,-16.619285368318,-14.2176711847335,-15.2484112946846,-14.9383334035407,-14.9866597542961,-15.620733522841,-15.7843225473988,-16.8281694203933,-14.896957931956,-14.6821457746268,-15.7635260520894,-14.9039932512963,-15.5781369856733,-13.433362722229,-15.5333701446369,-15.3190171859977,-14.0672461532986,-14.1811256267036,-14.294626057506
"XP_020358685.1",-10.6851014312587,-10.5174204813584,-11.9912739991026,-10.9328049948698,-10.3770771301005,-10.2334603231449,-10.7784492317526,-9.95425820415654,-10.6076949491871,-10.6143929842799,-10.6478147615813,-10.9141649395807,-10.5809918172481,-11.0615857524503,-10.9000890658735,-10.9340149131628,-10.9562546663514,-11.6220104979104,-10.5325790919321,-10.514337705424,-10.8851873181153,-10.7297505834573
"XP_020358687.1",-11.4120419208114,-11.1797938733789,-10.6290326758723,-12.467715574732,-11.3266251475009,-11.3609497028232,-11.8043512186331,-11.2722424762092,-11.9510558370022,-11.0388711645744,-11.0124004722951,-11.3686760221353,-11.5006550924689,-11.482990655211,-11.3277500772084,-11.7007095669081,-11.6547397444116,-11.1030672467495,-11.3288979527407,-11.7346750159985,-11.8447302401224,-11.3261299955563
"XP_020358697.1",-8.21514524919642,-8.46737091011321,-8.15111342931944,-7.6761461627058,-7.61618382524028,-8.13074351559601,-7.49239504818011,-7.8870284644619,-8.61042957091264,-7.59816323184647,-8.13447981118131,-7.58755770644628,-7.60687283322542,-7.4516529691233,-7.5557790531422,-7.52166716336526,-8.22074821071794,-7.97471632080237,-7.87432965323802,-8.02623726724478,-7.92893170176201,-8.26736093675606
"XP_020358701.2",-12.3015698899651,-12.1443346433292,-11.7016722697298,-12.9296146156273,-11.2697074672442,-11.3503075296861,-11.0632171914732,-11.1682319312424,-11.6665475868445,-11.1238968623011,-11.3247742655125,-11.1667578714702,-11.4208570742943,-11.4571683945479,-11.1130303775214,-11.4694865156484,-11.0964180151997,-11.5911682731579,-11.3928216695471,-11.3536401268599,-12.1121255803363,-11.4358292589138
"XP_020358721.1",-11.094315936025,-11.3915497060542,-11.0524106281203,-11.3068954968141,-10.6507289497721,-11.0528599690838,-11.3297944304153,-10.7475123341787,-10.9822066750032,-11.1051731456965,-10.645939741322,-11.0895163524394,-11.4112576455326,-11.2387963800033,-10.7441010862757,-11.2417009612062,-10.755031394513,-11.117448247694,-10.8887453794695,-10.9121236562986,-10.8144586179683,-10.7029154533754
"XP_020358726.1",-12.5205949689053,-12.8811897022805,-12.700071016064,-16.0114471129814,-14.3664608789771,-15.575437919765,-12.9110781817222,-14.7371613511316,-12.6998129771819,-12.4945551327948,-16.224030324582,-13.8241448815695,-12.7687446935368,-13.4109891799385,-13.6031311394024,-11.7620582263323,-15.133750226805,-12.7697133937114,-14.2934604046815,-13.9004138235536,-14.234863526047,-16.4197716110013
"XP_020358740.2",-17.5388321261753,-18.6666519448209,-17.0599850051009,-17.6641308638332,-15.2784368564704,-15.6135575784462,-16.1961484451198,-14.4572064515526,-17.5295178822395,-17.0690294112421,-16.3661051759434,-16.5252166551673,NA,-17.9808648829766,-15.6951264970606,-16.7568865955571,-14.8989593723256,-18.5321036267108,-15.5320921694758,-16.4845380176209,-15.275843643305,-16.0684158286383
"XP_020358744.1",-8.41079865332636,-8.21238562070915,-8.44531296809,-8.22674805362413,-8.16487831144044,-8.68764827598891,-8.45640473977898,-8.50881669086669,-8.19262374043337,-7.76193696248979,-8.64427173220737,-8.41812146675288,-8.12149907002102,-7.94684736825706,-8.68791506616257,-8.15785496187795,-9.15589482966096,-8.55270982436342,-8.09564897556474,-9.030990398272,-8.34449487304874,-8.91061606809592
"XP_020358753.1",-7.10334673100392,-7.69671924387801,-7.72472246352856,-8.6782060865337,-10.2304384619655,-10.3704420513438,-8.70445548183203,-10.1734962094437,-7.53366097748325,-8.72656133822867,-9.81569169194571,-10.1514670719536,-8.17899774576556,-8.74376089438365,-10.2436941486547,-8.17486717447949,-10.3266059046293,-7.96047238922411,-9.96364849738813,-10.17517169373,-9.81952569905724,-10.2541167829293
"XP_020358760.1",-14.6113143053829,-14.3861205172975,-14.9553516978149,-16.0547338282553,-14.8539818217966,-13.8727147458044,-14.6893591532288,-14.3165271864396,-13.9587571003815,-15.5014829048947,-18.8309006216703,-13.8167345049607,-14.729714260123,-15.3756253393227,-14.3699747618471,-14.6227553007516,-14.4559297083216,-15.9560357149073,-13.8918968661003,-15.1484691704438,-13.7634222771341,-14.333663778734
"XP_020358780.1",-9.96420856345555,-10.0644053530767,-10.3981206251288,-10.5368609632865,-10.3395406564711,-10.4864646292581,-10.2228756603464,-10.1689429148244,-10.0268732923136,-10.3529844025935,-10.4102166678917,-10.7552624152576,-10.0762774531144,-10.6279962616851,-10.7231151781619,-10.1583958875927,-10.2325313616078,-10.2404792962069,-10.2382988808348,-10.5526194087603,-9.87930451519087,-10.1850769160533
"XP_020358827.1",-12.6228096062245,-11.8030184949616,-13.0889457666173,-12.3596735324628,-12.1535315280055,-12.4941074662853,-12.4616120400119,-11.8920710159232,-13.346344806271,-12.8425242340004,-13.0703068128807,-12.3298490960476,-12.5039934176435,-12.5539417172046,-11.9977703287494,-12.5664390093581,-12.2905172244032,-13.3574239392294,-11.7729039574622,-12.4352423692442,-12.1173721392582,-12.8286141687588
